mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_metric,param_n_jobs,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.007598519325256348,0.0004502534866333008,0.3164411783218384,0.0008312463760375977,ball_tree,10,manhattan,-1,105,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 105, 'weights': 'uniform'}",0.5719724286130536,0.5829806857638887,0.5774765571884712,0.005504128575417544,352
0.007082581520080566,8.094310760498047e-05,0.31527841091156006,0.015394091606140137,ball_tree,10,manhattan,-1,107,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 107, 'weights': 'uniform'}",0.5697962194055943,0.6075303819444444,0.5886633006750194,0.018867081269425046,127
0.006114840507507324,0.00016033649444580078,0.3111112117767334,0.0045735836029052734,ball_tree,20,manhattan,-1,9,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 9, 'weights': 'uniform'}",0.5797949446386947,0.5803765190972223,0.5800857318679585,0.0002907872292637892,298
0.009685635566711426,0.0003393888473510742,0.3038947582244873,0.0011582374572753906,ball_tree,20,manhattan,-1,11,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 11, 'weights': 'uniform'}",0.5836574883449883,0.580783420138889,0.5822204542419387,0.0014370341030496838,271
0.006050705909729004,0.00026857852935791016,0.253853440284729,0.014616608619689941,ball_tree,20,manhattan,-1,13,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 13, 'weights': 'uniform'}",0.6006610576923076,0.577907986111111,0.5892845219017093,0.011376535790598274,118
0.007632732391357422,0.0031223297119140625,0.2918412685394287,0.021460533142089844,ball_tree,20,manhattan,-1,15,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 15, 'weights': 'uniform'}",0.594601362179487,0.5804578993055555,0.5875296307425213,0.007071731436965767,181
0.007304668426513672,6.198883056640625e-06,0.31404435634613037,0.0037137269973754883,ball_tree,20,manhattan,-1,17,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 17, 'weights': 'uniform'}",0.5903582094988344,0.5973849826388891,0.5938715960688618,0.0035133865700273104,37
0.005902767181396484,9.703636169433594e-05,0.2466031312942505,0.02407705783843994,ball_tree,20,manhattan,-1,19,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 19, 'weights': 'uniform'}",0.5963040865384616,0.5900607638888891,0.5931824252136753,0.0031216613247862512,46
0.007128119468688965,5.257129669189453e-05,0.299502968788147,0.006155610084533691,ball_tree,20,manhattan,-1,21,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 21, 'weights': 'uniform'}",0.5998916448135199,0.6000705295138888,0.5999810871637044,8.944235018448765e-05,1
0.006691098213195801,0.0016449689865112305,0.26386189460754395,0.02525782585144043,ball_tree,20,manhattan,-1,23,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 23, 'weights': 'uniform'}",0.5999271561771562,0.5983886718749999,0.5991579140260781,0.0007692421510781533,10
