mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_class_weight,param_l1_ratio,param_loss,param_max_iter,param_n_iter_no_change,param_penalty,param_random_state,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.45857369899749756,0.004494309425354004,0.06823956966400146,0.00039446353912353516,0.0001,balanced,0.65,log,2500,150,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.65, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 150, 'penalty': 'elasticnet', 'random_state': 27}",0.612844187062937,0.5713975694444444,0.5921208782536906,0.020723308809246277,632
0.12361979484558105,0.000629425048828125,0.06938469409942627,0.00011169910430908203,0.0001,balanced,0.7,log,2500,20,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.7, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 20, 'penalty': 'elasticnet', 'random_state': 27}",0.6020177738927739,0.5729166666666666,0.5874672202797202,0.01455055361305363,736
0.1954706907272339,0.0008765459060668945,0.07023763656616211,0.0018787384033203125,0.0001,balanced,0.7,log,2500,50,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.7, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 50, 'penalty': 'elasticnet', 'random_state': 27}",0.6033835955710956,0.5734592013888887,0.5884213984799922,0.014962197091103413,720
0.3329334259033203,0.0030868053436279297,0.07808923721313477,0.00011849403381347656,0.0001,balanced,0.7,log,2500,100,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.7, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 100, 'penalty': 'elasticnet', 'random_state': 27}",0.6055725524475524,0.5742730034722222,0.5899227779598872,0.01564977448766508,692
0.4591257572174072,0.004083871841430664,0.08847641944885254,0.016832590103149414,0.0001,balanced,0.7,log,2500,150,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.7, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 150, 'penalty': 'elasticnet', 'random_state': 27}",0.6067034527972027,0.5737847222222222,0.5902440875097125,0.016459365287490257,688
0.12369298934936523,0.002849578857421875,0.07163858413696289,0.0015468597412109375,0.0001,balanced,0.75,log,2500,20,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.75, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 20, 'penalty': 'elasticnet', 'random_state': 27}",0.6105441433566434,0.5649956597222222,0.5877699015394329,0.022774241817210605,732
0.1996220350265503,0.002407670021057129,0.07472050189971924,0.007451415061950684,0.0001,balanced,0.75,log,2500,50,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.75, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 50, 'penalty': 'elasticnet', 'random_state': 27}",0.6113636363636363,0.5655381944444443,0.5884509154040403,0.02291272095959601,719
0.3279252052307129,0.007287263870239258,0.08726620674133301,0.005744218826293945,0.0001,balanced,0.75,log,2500,100,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.75, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 100, 'penalty': 'elasticnet', 'random_state': 27}",0.6110868298368298,0.5655924479166666,0.5883396388767482,0.022747190960081598,724
0.47836804389953613,0.005787849426269531,0.07123374938964844,0.0005688667297363281,0.0001,balanced,0.75,log,2500,150,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.75, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 150, 'penalty': 'elasticnet', 'random_state': 27}",0.609642701048951,0.5663519965277778,0.5879973487883644,0.021645352260586614,728
0.12064337730407715,0.004629611968994141,0.07317507266998291,0.002591729164123535,0.0001,balanced,0.8,log,2500,20,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.8, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 20, 'penalty': 'elasticnet', 'random_state': 27}",0.6132357226107226,0.5760091145833334,0.5946224185970279,0.018613304013694598,538
0.20229625701904297,0.00013446807861328125,0.08075404167175293,0.008623600006103516,0.0001,balanced,0.8,log,2500,50,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.8, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 50, 'penalty': 'elasticnet', 'random_state': 27}",0.6129643793706292,0.5763888888888888,0.594676634129759,0.01828774524087018,535
0.35347771644592285,0.02929997444152832,0.07734799385070801,0.008541107177734375,0.0001,balanced,0.8,log,2500,100,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.8, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 100, 'penalty': 'elasticnet', 'random_state': 27}",0.6128569347319346,0.576171875,0.5945144048659673,0.018342529865967294,543
0.4861999750137329,0.02702152729034424,0.09484517574310303,0.005428194999694824,0.0001,balanced,0.8,log,2500,150,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.8, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 150, 'penalty': 'elasticnet', 'random_state': 27}",0.6120319784382285,0.5754665798611112,0.5937492791496699,0.01828269928855869,578
0.131952166557312,0.008243680000305176,0.08767056465148926,0.008208990097045898,0.0001,balanced,0.85,log,2500,20,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.85, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 20, 'penalty': 'elasticnet', 'random_state': 27}",0.6037059294871794,0.5714518229166667,0.5875788762019231,0.01612705328525632,735
0.20943081378936768,0.0034581422805786133,0.09332418441772461,0.02088141441345215,0.0001,balanced,0.85,log,2500,50,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.85, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 50, 'penalty': 'elasticnet', 'random_state': 27}",0.6057328088578087,0.571072048611111,0.5884024287344598,0.01733038012334881,721
