start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0 days 00:00:01.750000,0 days 00:00:01.770000,0.364385,2.1315956,6.4026604,0.015750239,0.014022668,0.12258563,6.8519893,-20.342278,14.517016,1.7151221,0.0,0.0,0.0,0.0,0.0,0.0,880.69336,1127.1022,-201.0,1786.8057,1194.6653,-201.0,2636.9443,1039.4791,-201.0
0 days 00:00:01.760000,0 days 00:00:01.780000,0.28983247,1.8689791,8.337925,0.001336162,0.016323484,0.08405039,2.7527237,-17.653824,20.271368,3.5745375,0.0,0.0,0.0,0.0,0.0,0.0,883.7637,1075.6542,-201.0,1899.7604,2101.8933,-201.0,2555.36,937.8465,-201.0
0 days 00:00:01.770000,0 days 00:00:01.790000,0.24343085,5.317344,9.251939,0.0067504607,0.017486079,0.05552611,0.42960814,-18.095007,24.542955,8.069289,0.0,0.0,0.0,0.0,0.0,0.0,1113.0682,931.83453,-201.0,2020.961,2928.5374,-201.0,2605.0881,933.1585,-201.0
0 days 00:00:01.780000,0 days 00:00:01.800000,0.21190679,6.321259,11.651302,0.0070659425,0.016600998,0.04812662,1.6872135,-16.405901,26.355513,13.288559,0.0,0.0,0.0,0.0,0.0,0.0,868.5049,1325.8008,-201.0,1787.6691,2916.0837,-201.0,2385.7097,1056.816,-201.0
0 days 00:00:01.790000,0 days 00:00:01.810000,0.17528825,2.6892471,12.882525,0.006573904,0.014371842,0.037998613,6.7969794,-14.817146,25.347483,13.033428,0.0,0.0,0.0,0.0,0.0,0.0,658.04803,1395.3116,-201.0,1497.3373,1730.5479,-201.0,2414.335,957.52716,-201.0
0 days 00:00:01.800000,0 days 00:00:01.820000,0.13925244,-2.2379494,12.771098,-0.0016201749,0.011777401,0.038103376,10.541839,-9.660573,22.853806,10.749288,0.0,0.0,0.0,0.0,0.0,0.0,410.9473,1453.7745,-201.0,1373.5121,805.5467,-201.0,2386.949,852.564,-201.0
0 days 00:00:01.810000,0 days 00:00:01.830000,0.1175845,-7.1984158,16.266504,-0.0063805804,0.009538979,0.037311368,12.235165,-8.1977005,21.799414,6.835138,0.0,0.0,0.0,0.0,0.0,0.0,414.8042,1143.9741,-201.0,1375.3589,700.82306,-201.0,2345.9573,860.5779,-201.0
0 days 00:00:01.820000,0 days 00:00:01.840000,0.09331298,-12.354507,20.78824,-0.009136104,0.008948598,0.034086198,13.042628,-3.77145,20.16413,5.9899306,0.0,0.0,0.0,0.0,0.0,0.0,406.41177,1168.7411,-201.0,1389.8566,703.38007,-201.0,2341.352,888.5258,-201.0
0 days 00:00:01.830000,0 days 00:00:01.850000,0.0805121,-14.350678,24.576439,-0.009925607,0.010316141,0.037256654,14.158962,-2.0533652,21.120117,6.631106,0.0,0.0,0.0,0.0,0.0,0.0,400.41605,1202.2593,-201.0,1408.1725,671.84326,-201.0,2366.4614,933.1541,-201.0
0 days 00:00:01.840000,0 days 00:00:01.898250,0.067300655,-14.42632,23.918686,-0.021745464,0.015836947,0.028785115,13.921925,0.027957747,16.916702,11.314728,0.0,0.0,0.0,0.0,0.0,0.0,416.9078,1185.3049,-201.0,1447.6538,731.4759,-201.0,2539.341,883.5086,-201.0
